Waste_Type,Material,Toxicity,Recyclable,Energy_Recovery,City
Plastic,PET,Low,Yes,High,Bhavnagar
Plastic,PET,High,Yes,High,Jamnagar
E-Waste,Circuit Board,High,Yes,Low,Gandhinagar
Plastic,PET,Medium,No,Medium,Surat
Plastic,PVC,High,Yes,High,Surat
E-Waste,Circuit Board,Low,No,High,Gandhinagar
Paper,Office Paper,Low,No,High,Ahmedabad
Metal,Steel,Low,Yes,Medium,Rajkot
Paper,Newspaper,Medium,Yes,High,Surat
Organic,Food Waste,High,Yes,Medium,Bhavnagar
E-Waste,Circuit Board,Low,Yes,Medium,Gandhinagar
Metal,Aluminium,Medium,Yes,High,Jamnagar
Metal,Aluminium,High,Yes,Medium,Bhavnagar
Plastic,PET,Low,No,Low,Vadodara
Organic,Food Waste,Low,No,Medium,Surat
Metal,Aluminium,High,Yes,High,Surat
Organic,Garden Waste,Medium,No,Low,Vadodara
Metal,Iron,High,Yes,Low,Jamnagar
Metal,Iron,High,Yes,High,Rajkot
Organic,Biodegradable,High,No,Low,Gandhinagar
E-Waste,Circuit Board,Low,No,High,Rajkot
Plastic,PET,Medium,No,Low,Bhavnagar
Paper,Cardboard,Low,No,Medium,Ahmedabad
Plastic,HDPE,High,Yes,Medium,Surat
Paper,Cardboard,High,Yes,High,Vadodara
Metal,Iron,Medium,No,Low,Rajkot
Plastic,HDPE,Low,No,Medium,Bhavnagar
Metal,Iron,Low,Yes,Low,Bhavnagar
E-Waste,Circuit Board,High,Yes,Medium,Ahmedabad
Paper,Office Paper,Low,No,Low,Surat
Plastic,HDPE,High,No,Medium,Gandhinagar
Organic,Food Waste,Low,No,High,Jamnagar
Metal,Iron,Low,No,High,Jamnagar
Plastic,PVC,High,No,Medium,Vadodara
E-Waste,Wires,High,No,High,Ahmedabad
Plastic,PVC,Low,No,Medium,Jamnagar
Organic,Biodegradable,Medium,No,High,Gandhinagar
Metal,Iron,Low,No,Medium,Jamnagar
Metal,Iron,Medium,No,Low,Rajkot
Metal,Iron,High,No,High,Jamnagar
Organic,Food Waste,Medium,No,Medium,Ahmedabad
E-Waste,Circuit Board,Low,Yes,Low,Gandhinagar
E-Waste,Circuit Board,Low,Yes,Medium,Ahmedabad
Paper,Cardboard,Medium,Yes,Medium,Vadodara
Paper,Office Paper,Medium,No,High,Ahmedabad
E-Waste,Wires,Low,Yes,Medium,Ahmedabad
Metal,Steel,High,No,Medium,Rajkot
Organic,Biodegradable,Medium,Yes,Low,Jamnagar
E-Waste,Battery,High,Yes,Low,Surat
E-Waste,Circuit Board,High,Yes,Medium,Bhavnagar
Plastic,PVC,High,Yes,High,Surat
Metal,Steel,High,Yes,Medium,Surat
Organic,Garden Waste,High,Yes,Low,Bhavnagar
Organic,Food Waste,Low,No,Medium,Jamnagar
E-Waste,Wires,Medium,No,High,Ahmedabad
Paper,Cardboard,High,No,Medium,Bhavnagar
E-Waste,Wires,Low,No,Low,Gandhinagar
Plastic,PVC,High,Yes,Medium,Vadodara
Metal,Aluminium,High,No,High,Gandhinagar
Organic,Biodegradable,Low,Yes,High,Vadodara
Plastic,HDPE,Low,Yes,Medium,Rajkot
Paper,Newspaper,Low,Yes,Medium,Vadodara
Paper,Newspaper,High,No,High,Rajkot
Organic,Food Waste,Low,No,High,Vadodara
Organic,Biodegradable,High,Yes,Medium,Vadodara
Paper,Office Paper,Low,No,Medium,Gandhinagar
Metal,Iron,High,No,Low,Rajkot
Organic,Garden Waste,Medium,No,High,Rajkot
Metal,Aluminium,Medium,Yes,Medium,Surat
Metal,Iron,Low,No,Low,Vadodara
Organic,Garden Waste,Low,No,High,Vadodara
Metal,Aluminium,Low,Yes,High,Rajkot
Organic,Garden Waste,Medium,Yes,Medium,Ahmedabad
Metal,Steel,High,No,Low,Vadodara
E-Waste,Circuit Board,Low,No,Low,Bhavnagar
Metal,Aluminium,Medium,No,High,Gandhinagar
Metal,Aluminium,Medium,No,Medium,Ahmedabad
Organic,Food Waste,Low,No,High,Ahmedabad
Metal,Aluminium,High,No,Medium,Bhavnagar
Organic,Biodegradable,Medium,No,Medium,Jamnagar
E-Waste,Circuit Board,Medium,Yes,High,Surat
Metal,Steel,High,No,Low,Rajkot
Paper,Office Paper,Low,Yes,Low,Gandhinagar
Plastic,PET,High,Yes,Low,Bhavnagar
E-Waste,Battery,Low,No,Low,Rajkot
Organic,Biodegradable,Medium,No,High,Jamnagar
Paper,Cardboard,High,No,Medium,Vadodara
Metal,Steel,High,Yes,High,Surat
Plastic,HDPE,High,No,Medium,Gandhinagar
Plastic,PVC,High,Yes,Low,Ahmedabad
Organic,Food Waste,Low,No,Low,Gandhinagar
Paper,Office Paper,Medium,No,High,Rajkot
Metal,Steel,Low,Yes,Medium,Ahmedabad
E-Waste,Circuit Board,Medium,No,High,Gandhinagar
E-Waste,Circuit Board,High,Yes,Low,Surat
Organic,Garden Waste,Medium,No,Low,Rajkot
Metal,Iron,High,No,Medium,Surat
Metal,Aluminium,Low,No,High,Surat
Organic,Garden Waste,High,Yes,Medium,Vadodara
Paper,Office Paper,Medium,Yes,High,Vadodara
Plastic,HDPE,Low,Yes,Low,Vadodara
Organic,Food Waste,Medium,Yes,Low,Jamnagar
Metal,Iron,Low,Yes,High,Rajkot
Paper,Cardboard,High,Yes,High,Jamnagar
Organic,Garden Waste,Low,Yes,Medium,Surat
Plastic,HDPE,High,Yes,Medium,Jamnagar
Metal,Iron,Low,Yes,High,Bhavnagar
Plastic,PET,High,Yes,Medium,Rajkot
Paper,Office Paper,Low,No,Medium,Gandhinagar
E-Waste,Circuit Board,High,Yes,Low,Bhavnagar
E-Waste,Circuit Board,High,No,High,Surat
Metal,Aluminium,High,Yes,Low,Vadodara
Plastic,HDPE,High,No,Low,Jamnagar
Plastic,PET,Medium,No,Low,Rajkot
E-Waste,Wires,High,No,High,Bhavnagar
Plastic,HDPE,Medium,Yes,High,Gandhinagar
Metal,Steel,High,No,High,Surat
E-Waste,Circuit Board,Low,Yes,High,Bhavnagar
Metal,Iron,Medium,Yes,Low,Bhavnagar
E-Waste,Circuit Board,High,No,Low,Bhavnagar
Plastic,PET,High,No,Low,Vadodara
Organic,Food Waste,Medium,Yes,High,Bhavnagar
Organic,Food Waste,Medium,No,Medium,Surat
E-Waste,Wires,Medium,Yes,High,Gandhinagar
E-Waste,Battery,High,Yes,Low,Rajkot
Organic,Garden Waste,Low,No,High,Vadodara
Organic,Biodegradable,Low,Yes,Medium,Bhavnagar
Metal,Steel,High,Yes,High,Surat
Metal,Aluminium,Medium,No,Medium,Vadodara
Metal,Iron,High,Yes,High,Jamnagar
Paper,Cardboard,High,Yes,Medium,Jamnagar
Paper,Office Paper,Medium,No,High,Gandhinagar
E-Waste,Circuit Board,High,No,Medium,Ahmedabad
Plastic,PVC,High,Yes,High,Jamnagar
Organic,Biodegradable,High,Yes,Medium,Rajkot
Plastic,PVC,Medium,Yes,Low,Rajkot
Plastic,PVC,High,No,Low,Rajkot
Paper,Cardboard,Medium,Yes,Medium,Bhavnagar
Paper,Newspaper,High,Yes,Medium,Surat
Organic,Garden Waste,High,Yes,Low,Rajkot
Paper,Newspaper,Medium,Yes,Low,Ahmedabad
Plastic,PET,Medium,No,Low,Vadodara
Organic,Biodegradable,Low,No,Low,Ahmedabad
E-Waste,Circuit Board,Low,Yes,Low,Bhavnagar
Metal,Aluminium,Medium,Yes,High,Bhavnagar
Plastic,PET,High,No,Medium,Jamnagar
Paper,Cardboard,High,Yes,Low,Surat
E-Waste,Battery,Low,No,Medium,Surat
Metal,Steel,Low,No,High,Rajkot
Plastic,PVC,High,No,High,Surat
Plastic,HDPE,High,No,Medium,Surat
Plastic,PVC,Medium,Yes,Medium,Ahmedabad
Metal,Steel,Low,Yes,High,Jamnagar
Metal,Steel,High,No,High,Vadodara
Paper,Cardboard,Medium,Yes,High,Surat
Metal,Aluminium,High,No,Low,Ahmedabad
Metal,Aluminium,Low,Yes,Low,Surat
Metal,Steel,Low,Yes,High,Ahmedabad
E-Waste,Wires,Low,No,Low,Rajkot
Organic,Biodegradable,Low,Yes,Medium,Vadodara
Paper,Newspaper,Low,No,Medium,Jamnagar
E-Waste,Wires,High,Yes,Low,Jamnagar
Organic,Food Waste,Low,No,Low,Surat
Plastic,PVC,High,No,High,Rajkot
Paper,Newspaper,Medium,Yes,Low,Gandhinagar
Metal,Aluminium,High,Yes,High,Gandhinagar
E-Waste,Battery,Low,Yes,Medium,Ahmedabad
Metal,Aluminium,Medium,Yes,High,Vadodara
Organic,Food Waste,Low,Yes,Low,Vadodara
Metal,Aluminium,Medium,Yes,Medium,Gandhinagar
Organic,Biodegradable,High,No,Low,Ahmedabad
E-Waste,Circuit Board,Low,No,Low,Surat
Plastic,PVC,High,No,High,Rajkot
E-Waste,Circuit Board,Medium,No,High,Jamnagar
Plastic,HDPE,High,Yes,Medium,Bhavnagar
Organic,Food Waste,Medium,Yes,Medium,Jamnagar
Organic,Biodegradable,Low,No,Low,Surat
E-Waste,Battery,High,No,Low,Ahmedabad
Plastic,PVC,High,Yes,High,Rajkot
Metal,Aluminium,Low,Yes,Low,Gandhinagar
E-Waste,Circuit Board,Medium,Yes,Medium,Ahmedabad
Organic,Garden Waste,High,Yes,Low,Rajkot
Organic,Garden Waste,Low,No,Medium,Jamnagar
Metal,Aluminium,High,No,Medium,Rajkot
Plastic,PET,Medium,No,Low,Bhavnagar
Organic,Biodegradable,High,No,Medium,Jamnagar
Paper,Office Paper,High,No,Medium,Bhavnagar
Metal,Steel,High,No,High,Gandhinagar
Plastic,HDPE,High,No,Low,Surat
Metal,Aluminium,Low,Yes,Low,Rajkot
Metal,Steel,Medium,No,Low,Gandhinagar
Organic,Food Waste,Low,Yes,Low,Ahmedabad
E-Waste,Wires,High,Yes,Low,Vadodara
Plastic,PET,High,No,High,Surat
Metal,Iron,Medium,Yes,Medium,Ahmedabad
E-Waste,Circuit Board,High,Yes,Low,Ahmedabad
E-Waste,Battery,Low,No,High,Bhavnagar
Metal,Aluminium,Medium,Yes,Low,Jamnagar
Plastic,PET,Medium,Yes,Low,Surat
Paper,Cardboard,Low,Yes,Low,Bhavnagar
Organic,Biodegradable,Medium,Yes,Medium,Ahmedabad
Organic,Food Waste,Medium,No,Low,Rajkot
Metal,Steel,High,No,Low,Jamnagar
Metal,Aluminium,Medium,Yes,High,Ahmedabad
E-Waste,Wires,Medium,Yes,Medium,Jamnagar
E-Waste,Battery,High,No,High,Gandhinagar
Organic,Food Waste,Low,Yes,Low,Jamnagar
Metal,Aluminium,Medium,No,Medium,Gandhinagar
Organic,Food Waste,Medium,Yes,Low,Surat
Paper,Office Paper,Medium,Yes,High,Gandhinagar
Paper,Office Paper,Low,Yes,Low,Surat
Plastic,PET,Low,No,Medium,Jamnagar
Organic,Biodegradable,Low,No,High,Vadodara
Plastic,PET,High,Yes,Medium,Rajkot
E-Waste,Circuit Board,High,No,Low,Jamnagar
Metal,Aluminium,Medium,No,High,Rajkot
Plastic,PET,Low,Yes,Medium,Bhavnagar
Plastic,PET,Medium,Yes,Medium,Rajkot
E-Waste,Wires,Low,Yes,Medium,Jamnagar
Plastic,PET,Medium,No,High,Bhavnagar
Organic,Food Waste,Low,Yes,Low,Gandhinagar
Plastic,HDPE,High,No,High,Gandhinagar
Metal,Aluminium,Medium,No,Low,Gandhinagar
E-Waste,Wires,High,Yes,High,Vadodara
Plastic,PVC,Medium,Yes,High,Gandhinagar
Paper,Office Paper,High,No,High,Jamnagar
Metal,Iron,Low,Yes,Low,Surat
Metal,Aluminium,High,No,High,Rajkot
Metal,Steel,Low,Yes,High,Gandhinagar
Plastic,PVC,Low,No,Medium,Ahmedabad
Metal,Iron,High,Yes,Medium,Ahmedabad
Paper,Office Paper,Low,Yes,High,Surat
E-Waste,Circuit Board,High,No,Medium,Jamnagar
Metal,Aluminium,Low,No,High,Gandhinagar
Plastic,PVC,High,No,Medium,Bhavnagar
Metal,Aluminium,Low,Yes,High,Bhavnagar
Plastic,PET,Medium,No,High,Gandhinagar
Paper,Office Paper,Low,No,High,Rajkot
Plastic,HDPE,Low,Yes,Low,Vadodara
E-Waste,Battery,High,No,Low,Vadodara
Plastic,HDPE,High,Yes,Low,Jamnagar
Organic,Garden Waste,High,Yes,Low,Surat
Paper,Office Paper,Low,No,Medium,Gandhinagar
Organic,Biodegradable,Medium,Yes,Low,Rajkot
Metal,Steel,High,No,High,Jamnagar
Plastic,PVC,Medium,Yes,Low,Rajkot
Plastic,PET,High,No,High,Surat
E-Waste,Battery,High,No,Medium,Rajkot
Plastic,PVC,Medium,Yes,Low,Bhavnagar
Metal,Iron,Low,Yes,Low,Rajkot
Paper,Cardboard,Medium,No,Low,Rajkot
Paper,Office Paper,Medium,Yes,Low,Gandhinagar
Organic,Biodegradable,Medium,No,Medium,Rajkot
Metal,Steel,Medium,Yes,High,Rajkot
Paper,Office Paper,Low,No,High,Gandhinagar
Paper,Cardboard,High,Yes,High,Vadodara
Organic,Biodegradable,Low,Yes,Medium,Bhavnagar
Organic,Garden Waste,Medium,No,High,Gandhinagar
Organic,Garden Waste,Low,No,Medium,Jamnagar
E-Waste,Battery,Medium,No,High,Gandhinagar
Paper,Newspaper,Medium,Yes,Low,Vadodara
Plastic,HDPE,Low,No,High,Surat
Plastic,PET,Low,No,High,Jamnagar
Metal,Steel,Medium,No,Medium,Rajkot
E-Waste,Circuit Board,Low,Yes,High,Bhavnagar
Plastic,PET,High,No,Medium,Bhavnagar
Metal,Iron,Low,Yes,Low,Rajkot
Plastic,PET,High,Yes,Medium,Gandhinagar
Plastic,HDPE,Low,No,Medium,Rajkot
Plastic,HDPE,High,No,Medium,Gandhinagar
E-Waste,Circuit Board,High,No,High,Bhavnagar
Metal,Iron,Low,Yes,High,Ahmedabad
Plastic,PET,Medium,No,Low,Gandhinagar
Plastic,PVC,High,Yes,Low,Surat
Plastic,PVC,High,No,Medium,Rajkot
E-Waste,Circuit Board,High,No,High,Surat
Organic,Biodegradable,Low,Yes,High,Bhavnagar
E-Waste,Wires,High,No,Low,Bhavnagar
Metal,Aluminium,Low,No,Medium,Bhavnagar
Paper,Office Paper,Medium,Yes,Low,Rajkot
E-Waste,Circuit Board,Medium,Yes,Low,Surat
Metal,Aluminium,Low,Yes,High,Ahmedabad
Organic,Garden Waste,Medium,No,Low,Rajkot
Plastic,HDPE,Low,Yes,High,Jamnagar
Plastic,HDPE,Medium,Yes,Medium,Jamnagar
E-Waste,Circuit Board,High,Yes,Low,Vadodara
Plastic,HDPE,High,Yes,High,Gandhinagar
Organic,Garden Waste,Medium,Yes,Medium,Ahmedabad
Metal,Steel,Medium,No,High,Surat
Organic,Biodegradable,Low,Yes,Medium,Ahmedabad
Plastic,PVC,High,No,High,Surat
Paper,Cardboard,Medium,No,Low,Gandhinagar
Paper,Newspaper,Medium,No,Low,Surat
E-Waste,Circuit Board,High,Yes,High,Surat
Organic,Garden Waste,Low,Yes,High,Bhavnagar
Organic,Biodegradable,Medium,Yes,Medium,Gandhinagar
Metal,Aluminium,Low,Yes,Low,Ahmedabad
E-Waste,Circuit Board,Medium,No,Low,Jamnagar
Plastic,PVC,Low,Yes,High,Surat
E-Waste,Battery,Medium,No,High,Gandhinagar
Metal,Steel,High,No,High,Surat
Paper,Newspaper,High,Yes,Medium,Gandhinagar
Organic,Biodegradable,Low,No,Medium,Vadodara
Plastic,PET,High,Yes,Low,Jamnagar
Paper,Newspaper,High,No,Medium,Bhavnagar
Metal,Aluminium,Medium,Yes,Low,Ahmedabad
E-Waste,Wires,Low,Yes,High,Gandhinagar
Paper,Cardboard,Medium,No,Low,Jamnagar
Plastic,PET,Medium,Yes,Low,Jamnagar
E-Waste,Battery,Low,Yes,Medium,Vadodara
Metal,Steel,Medium,Yes,Medium,Bhavnagar
Plastic,HDPE,High,Yes,Low,Surat
Paper,Cardboard,High,No,Low,Ahmedabad
Metal,Aluminium,High,Yes,Medium,Gandhinagar
E-Waste,Circuit Board,High,Yes,Medium,Surat
Plastic,HDPE,High,No,Medium,Gandhinagar
Metal,Aluminium,High,No,Medium,Jamnagar
Paper,Newspaper,High,No,High,Vadodara
E-Waste,Circuit Board,Medium,Yes,High,Gandhinagar
Paper,Cardboard,Low,Yes,Low,Jamnagar
E-Waste,Wires,Low,Yes,High,Bhavnagar
E-Waste,Battery,High,Yes,High,Vadodara
Organic,Biodegradable,Medium,No,Medium,Surat
Metal,Steel,High,Yes,Low,Surat
Organic,Biodegradable,High,Yes,Low,Rajkot
E-Waste,Circuit Board,High,No,Medium,Ahmedabad
Metal,Aluminium,High,Yes,Low,Vadodara
Metal,Iron,Medium,Yes,High,Rajkot
E-Waste,Battery,Medium,No,Medium,Vadodara
Paper,Cardboard,High,Yes,Medium,Jamnagar
Metal,Steel,High,No,High,Rajkot
Metal,Aluminium,Low,No,Low,Bhavnagar
Metal,Steel,Low,No,Medium,Bhavnagar
Metal,Aluminium,Medium,No,Medium,Gandhinagar
Paper,Newspaper,Low,Yes,Medium,Surat
Organic,Biodegradable,Low,Yes,High,Gandhinagar
E-Waste,Wires,High,No,High,Surat
Metal,Iron,High,Yes,High,Rajkot
Plastic,PVC,High,No,Low,Gandhinagar
Metal,Iron,Low,Yes,Low,Ahmedabad
Metal,Aluminium,High,Yes,Medium,Rajkot
Paper,Office Paper,High,No,High,Vadodara
Metal,Iron,High,Yes,Medium,Jamnagar
Metal,Aluminium,High,No,Low,Surat
Organic,Food Waste,Medium,Yes,Low,Jamnagar
Organic,Food Waste,Low,Yes,High,Surat
Metal,Steel,Low,No,Medium,Jamnagar
E-Waste,Wires,High,Yes,Low,Rajkot
E-Waste,Battery,Medium,Yes,Medium,Jamnagar
Paper,Newspaper,High,Yes,High,Ahmedabad
Organic,Garden Waste,Low,Yes,Medium,Surat
Plastic,PET,Medium,Yes,High,Surat
Plastic,PVC,Low,No,Medium,Surat
Paper,Cardboard,Low,No,Low,Gandhinagar
Plastic,HDPE,High,Yes,High,Gandhinagar
Organic,Food Waste,Medium,No,High,Rajkot
Organic,Garden Waste,Medium,No,High,Gandhinagar
Metal,Steel,Medium,No,High,Ahmedabad
Metal,Iron,Medium,Yes,High,Jamnagar
E-Waste,Wires,High,Yes,Medium,Bhavnagar
Plastic,HDPE,Medium,Yes,Medium,Vadodara
Metal,Steel,Low,Yes,High,Bhavnagar
Plastic,PVC,Low,No,High,Rajkot
Metal,Iron,Medium,No,Low,Jamnagar
Organic,Food Waste,Medium,No,Medium,Vadodara
E-Waste,Circuit Board,Low,Yes,Low,Gandhinagar
Plastic,PET,Medium,Yes,High,Gandhinagar
Paper,Office Paper,High,No,Medium,Gandhinagar
Plastic,PET,Medium,Yes,Low,Vadodara
E-Waste,Circuit Board,Medium,No,High,Rajkot
Paper,Newspaper,High,Yes,High,Surat
Organic,Garden Waste,Medium,Yes,High,Bhavnagar
Paper,Office Paper,Medium,Yes,Low,Bhavnagar
Metal,Iron,Medium,Yes,Medium,Rajkot
E-Waste,Wires,High,Yes,Medium,Bhavnagar
E-Waste,Battery,Medium,No,Low,Ahmedabad
Organic,Garden Waste,High,No,High,Jamnagar
E-Waste,Circuit Board,Medium,Yes,Medium,Vadodara
Organic,Biodegradable,Medium,Yes,High,Ahmedabad
Paper,Office Paper,High,Yes,High,Rajkot
E-Waste,Wires,Medium,Yes,Low,Ahmedabad
Plastic,PVC,Low,Yes,Medium,Bhavnagar
Plastic,PVC,Low,No,High,Jamnagar
Paper,Office Paper,High,Yes,Low,Jamnagar
Metal,Aluminium,Medium,Yes,Medium,Ahmedabad
Metal,Aluminium,Low,No,Low,Gandhinagar
Organic,Food Waste,Medium,Yes,Low,Vadodara
Organic,Food Waste,Low,Yes,Low,Rajkot
Organic,Garden Waste,Low,No,High,Vadodara
Plastic,HDPE,High,Yes,High,Ahmedabad
Metal,Iron,High,No,Low,Vadodara
E-Waste,Wires,Medium,Yes,Low,Rajkot
Organic,Biodegradable,High,No,Low,Vadodara
E-Waste,Circuit Board,Low,Yes,High,Jamnagar
Paper,Office Paper,High,Yes,Low,Jamnagar
Paper,Office Paper,Low,No,Low,Jamnagar
Metal,Iron,Medium,No,High,Jamnagar
E-Waste,Battery,Medium,Yes,Medium,Jamnagar
E-Waste,Circuit Board,Medium,No,High,Rajkot
E-Waste,Circuit Board,High,No,High,Surat
E-Waste,Wires,High,Yes,Medium,Bhavnagar
E-Waste,Wires,Low,No,Low,Surat
Metal,Steel,Medium,No,High,Jamnagar
Paper,Cardboard,High,Yes,Low,Ahmedabad
Plastic,PVC,High,Yes,Low,Ahmedabad
Metal,Steel,Low,Yes,Low,Gandhinagar
Paper,Office Paper,High,Yes,Medium,Vadodara
E-Waste,Wires,Low,No,High,Ahmedabad
Organic,Garden Waste,Low,No,Medium,Jamnagar
E-Waste,Wires,High,No,Low,Gandhinagar
E-Waste,Wires,High,Yes,Medium,Gandhinagar
Metal,Steel,High,Yes,Low,Surat
E-Waste,Circuit Board,Low,No,High,Jamnagar
Paper,Newspaper,High,Yes,High,Surat
Plastic,PET,Medium,No,High,Surat
Metal,Steel,High,No,Low,Rajkot
Metal,Iron,Medium,No,High,Ahmedabad
E-Waste,Circuit Board,Low,No,High,Rajkot
Metal,Iron,Low,No,Medium,Gandhinagar
Paper,Office Paper,High,No,High,Rajkot
Paper,Cardboard,Low,Yes,High,Rajkot
Plastic,PET,Medium,No,Medium,Vadodara
Paper,Newspaper,Medium,No,High,Jamnagar
Plastic,PVC,High,Yes,High,Jamnagar
Paper,Office Paper,Low,Yes,High,Rajkot
Metal,Steel,Low,Yes,Medium,Bhavnagar
Metal,Steel,Low,Yes,Medium,Rajkot
Paper,Office Paper,Medium,No,Medium,Ahmedabad
Metal,Aluminium,Medium,No,Medium,Gandhinagar
Organic,Garden Waste,Medium,Yes,Medium,Bhavnagar
Plastic,PVC,Medium,Yes,Low,Bhavnagar
Metal,Aluminium,Low,No,High,Bhavnagar
Organic,Biodegradable,Medium,No,High,Bhavnagar
Organic,Food Waste,High,Yes,High,Gandhinagar
Metal,Iron,High,Yes,Medium,Surat
Organic,Garden Waste,Medium,Yes,Medium,Vadodara
Organic,Food Waste,Low,No,Low,Surat
Metal,Iron,Medium,Yes,Low,Ahmedabad
E-Waste,Wires,High,Yes,Medium,Surat
E-Waste,Circuit Board,Medium,Yes,Medium,Rajkot
E-Waste,Battery,High,No,Medium,Bhavnagar
Plastic,PVC,High,Yes,Medium,Jamnagar
E-Waste,Battery,Medium,Yes,Medium,Vadodara
Paper,Office Paper,High,Yes,High,Gandhinagar
Metal,Steel,Medium,Yes,Low,Vadodara
Paper,Newspaper,High,Yes,Medium,Gandhinagar
Organic,Food Waste,Medium,No,High,Rajkot
Paper,Cardboard,Low,Yes,High,Rajkot
Paper,Office Paper,High,Yes,Medium,Ahmedabad
Plastic,HDPE,Low,Yes,High,Bhavnagar
Paper,Office Paper,High,No,Medium,Vadodara
Plastic,HDPE,High,No,High,Gandhinagar
Organic,Biodegradable,High,Yes,High,Rajkot
Metal,Iron,Low,Yes,Low,Vadodara
Metal,Steel,Medium,Yes,Medium,Gandhinagar
Paper,Newspaper,Medium,No,Low,Ahmedabad
E-Waste,Battery,Low,Yes,Medium,Surat
E-Waste,Battery,High,Yes,Low,Ahmedabad
Paper,Office Paper,High,Yes,Medium,Vadodara
E-Waste,Circuit Board,High,Yes,Medium,Vadodara
Plastic,HDPE,High,Yes,Medium,Rajkot
E-Waste,Battery,Low,Yes,Medium,Jamnagar
E-Waste,Circuit Board,Medium,Yes,Medium,Rajkot
Paper,Newspaper,High,No,High,Ahmedabad
Metal,Iron,Low,No,High,Jamnagar
Metal,Iron,High,No,Medium,Rajkot
Paper,Office Paper,High,No,Low,Gandhinagar
Paper,Cardboard,High,Yes,High,Ahmedabad
Plastic,PET,Low,Yes,Medium,Rajkot
Paper,Newspaper,Low,Yes,Low,Jamnagar
Paper,Cardboard,High,Yes,High,Surat
Organic,Food Waste,Low,No,High,Gandhinagar
Paper,Cardboard,Low,No,Medium,Surat
Organic,Biodegradable,Medium,No,Low,Jamnagar
Organic,Food Waste,Medium,No,High,Bhavnagar
E-Waste,Circuit Board,Low,No,Low,Vadodara
Paper,Office Paper,Low,Yes,Medium,Vadodara
E-Waste,Circuit Board,High,Yes,Medium,Vadodara
Plastic,PVC,Low,No,Medium,Gandhinagar
Organic,Food Waste,Medium,No,Low,Bhavnagar
Metal,Aluminium,Medium,No,Medium,Gandhinagar
Plastic,PVC,Low,Yes,High,Bhavnagar
Organic,Food Waste,Low,No,Medium,Jamnagar
E-Waste,Circuit Board,Low,No,High,Gandhinagar
Metal,Steel,Low,No,High,Rajkot
Paper,Cardboard,High,Yes,High,Surat
E-Waste,Battery,Medium,No,Medium,Jamnagar
Metal,Aluminium,Low,Yes,Low,Bhavnagar
Metal,Steel,High,No,High,Bhavnagar
Metal,Aluminium,High,No,High,Surat
E-Waste,Wires,High,No,High,Surat
Plastic,PET,Medium,No,Medium,Jamnagar
Plastic,PVC,Medium,No,Medium,Vadodara
Paper,Cardboard,Medium,No,Low,Ahmedabad
Metal,Iron,Low,No,Low,Vadodara
Plastic,PVC,Low,No,Low,Rajkot
Paper,Cardboard,High,Yes,High,Vadodara
Plastic,HDPE,Low,No,Low,Ahmedabad
Paper,Office Paper,High,No,Medium,Vadodara
Plastic,HDPE,High,Yes,High,Gandhinagar
Metal,Iron,Medium,Yes,Medium,Ahmedabad
Paper,Cardboard,Low,No,High,Vadodara
Plastic,PET,Low,No,Medium,Rajkot
Metal,Aluminium,Low,Yes,Medium,Bhavnagar
Organic,Garden Waste,Medium,No,Low,Surat
Paper,Newspaper,Medium,No,High,Surat
E-Waste,Battery,High,No,High,Vadodara
E-Waste,Circuit Board,Medium,No,Medium,Rajkot
Metal,Steel,Low,No,High,Surat
Metal,Iron,Medium,No,Medium,Rajkot
Metal,Iron,Medium,No,High,Vadodara
E-Waste,Wires,Medium,No,Medium,Bhavnagar
Metal,Iron,Medium,Yes,Medium,Vadodara
Organic,Food Waste,Low,Yes,High,Rajkot
Metal,Aluminium,Medium,No,Low,Rajkot
E-Waste,Wires,Medium,Yes,Medium,Bhavnagar
Paper,Office Paper,High,No,High,Jamnagar
Plastic,HDPE,High,Yes,Low,Jamnagar
Paper,Cardboard,Medium,No,Medium,Ahmedabad
E-Waste,Battery,Low,No,Low,Gandhinagar
Organic,Food Waste,Low,Yes,High,Gandhinagar
Organic,Biodegradable,High,Yes,Low,Rajkot
Paper,Newspaper,Low,Yes,High,Surat
Paper,Newspaper,Medium,No,Low,Surat
Paper,Office Paper,High,Yes,Medium,Vadodara
Metal,Aluminium,Medium,Yes,High,Ahmedabad
Paper,Cardboard,High,Yes,Medium,Gandhinagar
E-Waste,Wires,Low,No,High,Ahmedabad
E-Waste,Battery,Low,No,Low,Jamnagar
Organic,Biodegradable,Medium,Yes,Low,Rajkot
Plastic,PET,High,No,High,Vadodara
E-Waste,Circuit Board,Medium,No,Medium,Vadodara
E-Waste,Battery,Low,Yes,Low,Bhavnagar
E-Waste,Battery,Medium,No,Medium,Jamnagar
Paper,Newspaper,Medium,Yes,High,Gandhinagar
Paper,Newspaper,Low,No,Medium,Surat
Plastic,PVC,Medium,Yes,High,Rajkot
Organic,Food Waste,Medium,Yes,Low,Surat
Plastic,HDPE,Medium,Yes,Medium,Gandhinagar
Paper,Office Paper,High,Yes,Low,Jamnagar
E-Waste,Circuit Board,Medium,No,High,Rajkot
Metal,Iron,Low,Yes,Medium,Surat
Paper,Cardboard,High,Yes,Low,Rajkot
Metal,Steel,Medium,Yes,Low,Rajkot
Paper,Newspaper,High,No,High,Surat
E-Waste,Circuit Board,High,Yes,High,Rajkot
Plastic,PVC,Low,Yes,Low,Jamnagar
Plastic,PVC,Medium,Yes,Low,Surat
